Movie Name,Actor Name
Jennifer's Body,Johnny Simmons
Jennifer's Body,J.K. Simmons
Jennifer's Body,Amy Sedaris
Apollo 18,Warren Christie
Apollo 18,Lloyd Owen
Apollo 18,Ryan Robbins
Mr. Smith Goes To Washington,Claude Rains
Mr. Smith Goes To Washington,James Stewart
Mr. Smith Goes To Washington,Jean Arthur
Mr. Smith Goes To Washington,Harry Carey
Mr. Smith Goes To Washington,Frank Puglia
Mulan,Lea Salonga
Mulan,Eddie Murphy
Mulan,B.D. Wong
Mulan,Donny Osmond
Mulan,Harvey Fierstein
That Thing You Do!,Tom Everett Scott
That Thing You Do!,Liv Tyler
That Thing You Do!,Jonathan Schaech
That Thing You Do!,Steve Zahn
That Thing You Do!,Ethan Embry
Street Fighter,Jean-Claude Van Damme
Street Fighter,Raul Julia
Street Fighter,Kylie Minogue
Street Fighter,Simon Callow
Street Fighter,"Miguel A. Núñez, Jr."
Megaforce,Barry Bostwick
Megaforce,Michael Beck
Megaforce,Henry Silva
Stomp the Yard,Columbus Short
Stomp the Yard,Meagan Good
Stomp the Yard,Ne-Yo
Stomp the Yard,Darrin Henson
Stomp the Yard,Brian White
A Nightmare On Elm Street: The Dream Child,Robert Englund
Per qualche dollaro in più,Clint Eastwood
Per qualche dollaro in più,Lee Van Cleef
Per qualche dollaro in più,Klaus Kinski
Per qualche dollaro in più,Sergio Leone
Reds,Jack Nicholson
Reds,Warren Beatty
Reds,Gene Hackman
Reds,Diane Keaton
Reds,M. Emmet Walsh
The Inkwell,Jada Pinkett Smith
The Inkwell,Larenz Tate
The Inkwell,Joe Morton
The Inkwell,Morris Chestnut
Nomad,Jay Hernandez
Nomad,Jason Scott Lee
Nomad,Kuno Becker
Legends of Oz: Dorothys Return,Lea Michele
Legends of Oz: Dorothys Return,Dan Aykroyd
Legends of Oz: Dorothys Return,Jim Belushi
Legends of Oz: Dorothys Return,Kelsey Grammer
Legends of Oz: Dorothys Return,Martin Short
Ocean's Thirteen,George Clooney
Ocean's Thirteen,Brad Pitt
Ocean's Thirteen,Matt Damon
Ocean's Thirteen,Andy Garcia
Ocean's Thirteen,Don Cheadle
Bride & Prejudice,Aishwarya Rai
Bride & Prejudice,Martin Henderson
Bride & Prejudice,Alexis Bledel
Bride & Prejudice,Naveen Andrews
Bride & Prejudice,Daniel Gillies
My Fair Lady,Audrey Hepburn
My Fair Lady,Rex Harrison
My Fair Lady,Gladys Cooper
My Fair Lady,John Mitchum
A Christmas Story,Melinda Dillon
A Christmas Story,Darren McGavin
A Christmas Story,Zack Ward
A Christmas Story,Peter Billingsley
Billy Elliot,Jamie Bell
Billy Elliot,Julie Walters
The Mighty Ducks,Joshua Jackson
The Mighty Ducks,Emilio Estevez
The Mighty Ducks,Lane Smith
The Mighty Ducks,Josef Sommer
The Mighty Ducks,M.C. Gainey
Black and White,"Robert Downey, Jr."
Black and White,Gabby Hofmann
Black and White,Jared Leto
Black and White,Joe Pantoliano
Black and White,Raekwon
Aliens,Bill Paxton
Aliens,Sigourney Weaver
Aliens,Michael Biehn
Aliens,Lance Henriksen
Aliens,Mark Rolston
Hannibal,Anthony Hopkins
Hannibal,Julianne Moore
Hannibal,Ray Liotta
Hannibal,Frankie Faison
Hannibal,Giancarlo Giannini
Le Scaphandre et le Papillon,Mathieu Amalric
Le Scaphandre et le Papillon,Emmanuelle Seigner
Le Scaphandre et le Papillon,Marie-Josee Croze
Le Scaphandre et le Papillon,Anne Consigny
Le Scaphandre et le Papillon,Patrick Chesnais
Love Ranch,Helen Mirren
Love Ranch,Joe Pesci
Love Ranch,Sergio Peris-Mencheta
Love Ranch,Gina Gershon
Love Ranch,Taryn Manning
Vampire in Brooklyn,Eddie Murphy
Vampire in Brooklyn,Angela Bassett
Vampire in Brooklyn,John Witherspoon
Vampire in Brooklyn,Kadeem Hardison
Vampire in Brooklyn,Simbi Khali
The Runaways,Kristen Stewart
The Runaways,Dakota Fanning
The Runaways,Michael Shannon
The Runaways,Scout Taylor-Compton
Rendition,Jake Gyllenhaal
Rendition,Reese Witherspoon
Rendition,Alan Arkin
Rendition,Peter Sarsgaard
Rendition,Omar Metwally
Fateless,Daniel Craig
The Count of Monte Cristo,James Caviezel
The Count of Monte Cristo,Guy Pearce
The Count of Monte Cristo,James Frain
The Count of Monte Cristo,Richard Harris
The Count of Monte Cristo,JB Blanc
College,Drake Bell
College,Kevin Covais
College,Andrew Caldwell
College,Haley Bennett
College,Nick Zano
The Dead Girl,Toni Collette
The Dead Girl,Brittany Murphy
The Dead Girl,Josh Brolin
The Dead Girl,Marcia Gay Harden
The Dead Girl,James Franco
Real Women Have Curves,Marlene Forte
Real Women Have Curves,America Ferrera
Real Women Have Curves,George Lopez
Everyone Says I Love You,Tim Roth
Everyone Says I Love You,Drew Barrymore
Everyone Says I Love You,Edward Norton
Everyone Says I Love You,Billy Crudup
Everyone Says I Love You,Goldie Hawn
Locker 13,Ricky Schroder
Locker 13,Jon Gries
Locker 13,Rick Hoffman
Locker 13,Jason Spisak
Locker 13,Bart Johnson
Panic,Erica Ortega
Panic,Steve Moreno
Panic,Greg Pitts
Panic,Steve Valentine
Panic,Nick Cassavetes
Superman Returns,Brandon Routh
Superman Returns,Kate Bosworth
Superman Returns,James Marsden
Superman Returns,Frank Langella
Superman Returns,Eva Marie Saint
Glory,Matthew Broderick
Glory,Denzel Washington
Glory,Cary Elwes
Glory,Morgan Freeman
Glory,Jihmi Kennedy
Date Movie,Jennifer Coolidge
Date Movie,Eddie Griffin
Date Movie,Alyson Hannigan
Date Movie,Fred Willard
Date Movie,Adam Campbell
Artificial Intelligence: AI,Haley Joel Osment
Artificial Intelligence: AI,Jude Law
Artificial Intelligence: AI,Frances O'Connor
Artificial Intelligence: AI,Brendan Gleeson
Artificial Intelligence: AI,William Hurt
The Nativity Story,Keisha Castle-Hughes
The Nativity Story,Oscar Isaac
The Nativity Story,Hiam Abbass
The Nativity Story,Shaun Toub
The Nativity Story,Alexander Siddig
Star Wars Ep. IV: A New Hope,Mark Hamill
Star Wars Ep. IV: A New Hope,Harrison Ford
Star Wars Ep. IV: A New Hope,Carrie Fisher
Star Wars Ep. IV: A New Hope,Peter Cushing
Star Wars Ep. IV: A New Hope,Alec Guinness
Inchon,Laurence Olivier
Inchon,Jacqueline Bisset
Inchon,Omar Sharif
Inchon,Richard Roundtree
Inchon,David Janssen
The General's Daughter,John Travolta
The General's Daughter,Peter Weireter
The General's Daughter,Leslie Stefanson
The General's Daughter,Boyd Kestner
The General's Daughter,John Frankenheimer
Employee of the Month,Dane Cook
Employee of the Month,Jessica Simpson
Employee of the Month,Dax Shepard
Employee of the Month,Efren Ramirez
Employee of the Month,Tim Bagley
Hansel & Gretel: Witch Hunters,Jeremy Renner
Hansel & Gretel: Witch Hunters,Gemma Arterton
Hansel & Gretel: Witch Hunters,Famke Janssen
Hansel & Gretel: Witch Hunters,Pihla Viitala
Hansel & Gretel: Witch Hunters,Derek Mears
Wild Wild West,Will Smith
Wild Wild West,Kevin Kline
Wild Wild West,Kenneth Branagh
Wild Wild West,Salma Hayek
Wild Wild West,Ted Levine
Valentine's Day,Jessica Alba
Valentine's Day,Kathy Bates
Valentine's Day,Jessica Biel
Valentine's Day,Bradley Cooper
Valentine's Day,Eric Dane
The Blair Witch Project,Heather Donahue
The Blair Witch Project,Michael C. Williams
The Blair Witch Project,Joshua Leonard
The Blair Witch Project,Bob Griffith
The Blair Witch Project,Jim King
Dying of the Light,Nicolas Cage
Dying of the Light,Anton Yelchin
Dying of the Light,Alexander Karim
The Deer Hunter,Robert De Niro
The Deer Hunter,John Cazale
The Deer Hunter,Christopher Walken
The Deer Hunter,Meryl Streep
The Deer Hunter,George Dzundza
Phat Girlz,Mo'Nique
Phat Girlz,Jack Noseworthy
Phat Girlz,Eric Roberts
The Pursuit of Happyness,Will Smith
The Pursuit of Happyness,Thandie Newton
The Pursuit of Happyness,Jaden Smith
The Pursuit of Happyness,Brian Howe
The Pursuit of Happyness,James Karen
The Company,Neve Campbell
The Company,James Franco
The Company,Malcolm McDowell
Rush,Chris Hemsworth
Rush,Daniel Bruhl
Rush,Olivia Wilde
Rush,Alexandra Maria Lara
Rush,Pierfrancesco Favino
Kingdom of Heaven,Orlando Bloom
Kingdom of Heaven,Eva Green
Kingdom of Heaven,Jeremy Irons
Kingdom of Heaven,David Thewlis
Kingdom of Heaven,Brendan Gleeson
Kill Bill: Volume 1,Julie Dreyfus
Kill Bill: Volume 1,Chiaki Kuriyama
Kill Bill: Volume 1,Sonny Chiba
Kill Bill: Volume 1,Michael Parks
Kill Bill: Volume 1,Lucy Alexis Liu
Sahara,Matthew McConaughey
Sahara,Steve Zahn
Sahara,Penelope Cruz
Sahara,Delroy Lindo
Sahara,Lambert Wilson
Igor,Steve Buscemi
Igor,John Cleese
Igor,Jennifer Coolidge
Igor,John Cusack
Igor,Arsenio Hall
Titanic,Leonardo DiCaprio
Titanic,Kate Winslet
Titanic,Billy Zane
Titanic,Kathy Bates
Titanic,Frances Fisher
Boiler Room,Vin Diesel
Boiler Room,Giovanni Ribisi
Boiler Room,Will McCormack
Boiler Room,Jon Abrahams
Boiler Room,David Younger
The Best Years of Our Lives,Myrna Loy
The Best Years of Our Lives,Fredric March
Season of the Witch,Nicolas Cage
Season of the Witch,Ron Perlman
Season of the Witch,Stephen Campbell Moore
Season of the Witch,Stephen Graham
Season of the Witch,Ulrich Thomsen
Four Weddings and a Funeral,Hugh Grant
Four Weddings and a Funeral,Kristin Scott Thomas
Four Weddings and a Funeral,Andie MacDowell
Four Weddings and a Funeral,Rowan Atkinson
Four Weddings and a Funeral,John Hannah
Repo Man,Harry Dean Stanton
Repo Man,Emilio Estevez
Repo Man,Tracey Walter
Non-Stop,Liam Neeson
Non-Stop,Julianne Moore
Non-Stop,Scoot McNairy
Non-Stop,Michelle Dockery
Non-Stop,Nate Parker
Honey,Jessica Alba
Honey,Mekhi Phifer
Honey,Lil' Romeo
Honey,David Moscow
Honey,Joy Bryant
Subway,Isabelle Adjani
Subway,Christopher Lambert
Subway,Richard Bohringer
Subway,Michel Galabru
Subway,Jean-Hugues Anglade
The Boondock Saints,Willem Dafoe
The Boondock Saints,Sean Patrick Flanery
The Boondock Saints,Norman Reedus
The Boondock Saints,David Della Rocco
The Boondock Saints,Billy Connolly
Trucker,Michelle Monaghan
Trucker,Nathan Fillion
Trucker,Benjamin Bratt
Trucker,Joey Lauren Adams
Trucker,Jimmy Bennett
Righteous Kill,Robert De Niro
Righteous Kill,Al Pacino
Righteous Kill,"Curtis ""50 Cent"" Jackson"
Righteous Kill,Carla Gugino
Righteous Kill,Donnie Wahlberg
Monte Carlo,Selena Gomez
Monte Carlo,Katie Cassidy
Monte Carlo,Leighton Meester
Monte Carlo,Cory Monteith
Monte Carlo,Andie MacDowell
Now You See Me,Jesse Eisenberg
Now You See Me,Mark Ruffalo
Now You See Me,Woody Harrelson
Now You See Me,Isla Fisher
Now You See Me,Dave Franco
24 7: Twenty Four Seven,Bob Hoskins
"Charge of the Light Brigade, The",Errol Flynn
"Charge of the Light Brigade, The",Olivia de Havilland
"Charge of the Light Brigade, The",David Niven
Thirteen Days,Kevin Costner
Thirteen Days,Bruce Greenwood
Thirteen Days,Steven Culp
Thirteen Days,Dylan Baker
Thirteen Days,Michael Fairman
Your Highness,Danny McBride
Your Highness,James Franco
Your Highness,Rasmus Hardiker
Your Highness,Natalie Portman
Your Highness,Toby Jones
Hop,James Marsden
Hop,Russell Brand
Hop,Kaley Cuoco
Hop,Hank Azaria
Hop,Gary Cole
King Arthur,Clive Owen
King Arthur,Keira Knightley
King Arthur,Ioan Gruffudd
King Arthur,Stellan Skarsgård
King Arthur,Stephen Dillane
"Big Mommas: Like Father, Like Son",Martin Lawrence
"Big Mommas: Like Father, Like Son",Brandon T. Jackson
"Big Mommas: Like Father, Like Son",Jessica Lucas
"Big Mommas: Like Father, Like Son",Portia Doubleday
"Big Mommas: Like Father, Like Son",Tony Curran
Superstar,Will Ferrell
Superstar,Tom Green
Superstar,Elaine Hendrix
Superstar,Glynis Johns
Superstar,Emmy Laybourne
Captain Corelli's Mandolin,Nicolas Cage
Captain Corelli's Mandolin,Penelope Cruz
Captain Corelli's Mandolin,John Hurt
Captain Corelli's Mandolin,Christian Bale
Captain Corelli's Mandolin,David Morrissey
Cecil B. Demented,Michael Shannon
Cecil B. Demented,Zenzele Uzoma
Cecil B. Demented,Eric M. Barry
Cecil B. Demented,Maggie Gyllenhaal
Cecil B. Demented,"Larry Gilliard, Jr."
Traitor,Don Cheadle
Traitor,Guy Pearce
Traitor,Said Taghmaoui
Traitor,Neal McDonough
Traitor,Alyy Khan
Her Cry: La Llorona Investigation,James Exrin
Her Cry: La Llorona Investigation,Nichole Ceballos
Her Cry: La Llorona Investigation,Everardo Guzman
Flash of Genius,Greg Kinnear
Flash of Genius,Lauren Graham
Flash of Genius,Dermot Mulroney
Flash of Genius,Jake Abel
Flash of Genius,Daniel Roebuck
Promised Land,Matt Damon
Promised Land,John Krasinski
Promised Land,Frances McDormand
Promised Land,Rosemarie DeWitt
Promised Land,Scoot McNairy
2046,Gong Li
2046,Maggie Cheung
2046,Zhang Ziyi
2046,Tony Leung Chiu Wai
Despicable Me 2,Steve Carell
Despicable Me 2,Kristen Wiig
Despicable Me 2,Benjamin Bratt
Despicable Me 2,Miranda Cosgrove
Despicable Me 2,Russell Brand
The Perfect Game,"Clifton Collins, Jr."
The Perfect Game,Cheech Marin
The Perfect Game,Emilie de Ravin
The Perfect Game,Moises Arias
The Perfect Game,Jake T. Austin
The Day After Tomorrow,Dennis Quaid
The Day After Tomorrow,Jake Gyllenhaal
The Day After Tomorrow,Ian Holm
The Day After Tomorrow,Emmy Rossum
The Day After Tomorrow,Sela Ward
Spaced Invaders,Patrick Read Johnson
Spaced Invaders,Tony Cox
The Wolverine,Hugh Jackman
The Wolverine,Hiroyuki Sanada
The Wolverine,Famke Janssen
The Wolverine,Will Yun Lee
The Wolverine,Rila Fukushima
The Crying Game,Miranda Richardson
The Crying Game,Stephen Rea
The Crying Game,Jim Broadbent
The Crying Game,Forest Whitaker
The Crying Game,Ralph Brown
Sex and the City,Sarah Jessica Parker
Sex and the City,Kim Cattrall
Sex and the City,Kristin Davis
Sex and the City,Cynthia Nixon
Sex and the City,Christopher Noth
The Other Side of Heaven,Christopher Gorham
The Other Side of Heaven,Anne Hathaway
The Other Side of Heaven,Joe Folau
The Other Side of Heaven,Miriama Smith
The Other Side of Heaven,Nathaniel Lees
Snake Eyes,Nicolas Cage
Snake Eyes,Gary Sinise
Snake Eyes,Kevin Dunn
Snake Eyes,Carla Gugino
Snake Eyes,Luis Guzman
The Rage: Carrie 2,Amy Irving
The Rage: Carrie 2,Emily Bergl
The Rage: Carrie 2,Jason London
The Rage: Carrie 2,Dylan Bruno
The Rage: Carrie 2,J. Smith-Cameron
How High,Jeffrey Jones
How High,Method Man
How High,Redman
How High,Lark Voorhies
How High,Trieu Tran
Gran Torino,Clint Eastwood
Gran Torino,Bee Vang
Gran Torino,Ahney Her
Gran Torino,Christopher Carley
Gran Torino,Brian Haley
Outside Providence,Alec Baldwin
Outside Providence,George Wendt
Outside Providence,Jon Abrahams
Outside Providence,Jonathan Brandis
Outside Providence,Jack Ferver
Larry Crowne,Tom Hanks
Larry Crowne,Julia Roberts
Larry Crowne,Bryan Cranston
Larry Crowne,Cedric the Entertainer
Larry Crowne,Taraji P. Henson
The Devil's Own,Harrison Ford
The Devil's Own,Brad Pitt
The Devil's Own,Margaret Colin
The Devil's Own,Ruben Blades
The Devil's Own,Treat Williams
Horrible Bosses,Jason Bateman
Horrible Bosses,Charlie Day
Horrible Bosses,Jason Sudeikis
Horrible Bosses,Jennifer Aniston
Horrible Bosses,Colin Farrell
Home for the Holidays,Holly Hunter
Home for the Holidays,"Robert Downey, Jr."
Home for the Holidays,Anne Bancroft
Home for the Holidays,Dylan McDermott
Home for the Holidays,Geraldine Chaplin
Le Fabuleux destin d'Amélie Poulain,Audrey Tautou
Le Fabuleux destin d'Amélie Poulain,Mathieu Kassovitz
Le Fabuleux destin d'Amélie Poulain,Rufus
Le Fabuleux destin d'Amélie Poulain,Yolande Moreau
Le Fabuleux destin d'Amélie Poulain,Artus de Penguern
Friday the 13th Part VII: The New Blood,Kane Hodder
The Lords of Dogtown,Emile Hirsch
The Lords of Dogtown,Heath Ledger
The Lords of Dogtown,Johnny Knoxville
The Lords of Dogtown,Jeremy Renner
The Lords of Dogtown,Bai Ling
But I'm a Cheerleader,Natasha Lyonne
But I'm a Cheerleader,Cathy Moriarty
But I'm a Cheerleader,Bud Cort
But I'm a Cheerleader,Mink Stole
But I'm a Cheerleader,RuPaul Charles
The Texas Chainsaw Massacre 2,Dennis Hopper
Her,Joaquin Phoenix
Her,Amy Adams
Her,Rooney Mara
Her,Olivia Wilde
Her,Scarlett Johansson
RoboCop 3,Rip Torn
RoboCop 3,Mako
RoboCop 3,Bradley Whitford
RoboCop 3,Jeff Garlin
RoboCop 3,Bruce Locke
Invaders from Mars,Karen Black
Invaders from Mars,Louise Fletcher
Invaders from Mars,Timothy Bottoms
Invaders from Mars,Tony Cox
Invaders from Mars,Dale Dye
Space Jam,Michael Jordan
Space Jam,Bill Murray
Space Jam,T.K. Carter
Space Jam,Billy West
Space Jam,Frank Welker
The Ladykillers,Tom Hanks
The Ladykillers,Irma P. Hall
The Ladykillers,Marlon Wayans
The Ladykillers,J.K. Simmons
The Ladykillers,Tzi Ma
CJ7,Stephen Chow
Star Trek II: The Wrath of Khan,William Shatner
Star Trek II: The Wrath of Khan,George Takei
Star Trek II: The Wrath of Khan,DeForest Kelley
Star Trek II: The Wrath of Khan,Leonard Nimoy
Star Trek II: The Wrath of Khan,Kirstie Alley
The Good Girl,Jennifer Aniston
The Good Girl,Jake Gyllenhaal
The Good Girl,John C. Reilly
The Good Girl,Tim Blake Nelson
The Good Girl,Zooey Deschanel
"Run, Fatboy, Run",Simon Pegg
"Run, Fatboy, Run",Thandie Newton
"Run, Fatboy, Run",Hank Azaria
"Run, Fatboy, Run",Dylan Moran
"Run, Fatboy, Run",Harish Patel
Grown Ups 2,Adam Sandler
Grown Ups 2,Kevin James
Grown Ups 2,Chris Rock
Grown Ups 2,David Spade
Grown Ups 2,Salma Hayek
Rush Hour 3,Chris Tucker
Rush Hour 3,Jackie Chan
Rush Hour 3,Hiroyuki Sanada
Rush Hour 3,Youki Kudoh
Rush Hour 3,Max von Sydow
Dazed and Confused,Milla Jovovich
Dazed and Confused,Adam Goldberg
Dazed and Confused,Nicky Katt
Dazed and Confused,Joey Lauren Adams
Dazed and Confused,Matthew McConaughey
Family Plot,Karen Black
Family Plot,Bruce Dern
Family Plot,Barbara Harris
Family Plot,William Devane
Family Plot,Ed Lauter
Haywire,Gina Carano
Haywire,Ewan McGregor
Haywire,Michael Fassbender
Haywire,Michael Douglas
Haywire,Channing Tatum
American Pie,Chris Owen
American Pie,Thomas DeLonge
American Pie,Mark Hoppus
American Pie,Travis Barker
American Pie,Jason Biggs
Hamlet 2,Steve Coogan
Hamlet 2,Elisabeth Shue
Hamlet 2,Catherine Keener
Hamlet 2,Amy Poehler
Hamlet 2,David Arquette
Trainspotting,Ewan McGregor
Trainspotting,Robert Carlyle
Trainspotting,Jonny Lee Miller
Trainspotting,Shirley Henderson
Two Can Play That Game,Vivica Fox
Two Can Play That Game,Anthony Anderson
Two Can Play That Game,Wendy Raquel Robinson
Two Can Play That Game,Tamala Jones
Two Can Play That Game,Mo'Nique
The Scarlet Letter,Demi Moore
The Scarlet Letter,Robert Duvall
The Scarlet Letter,Gary Oldman
The Scarlet Letter,Joan Plowright
The Scarlet Letter,Robert Prosky
Jeepers Creepers II,Ray Wise
Jeepers Creepers II,Justin Long
Blackthorn,Sam Shepard
Blackthorn,Eduardo Noriega
Blackthorn,Stephen Rea
Blackthorn,Magaly Solier
Blackthorn,Nikolaj Coster-Waldau
Twister,Helen Hunt
Twister,Bill Paxton
Twister,Cary Elwes
Twister,Jami Gertz
Twister,Lois Smith
Forget Me Not,Carly Schroeder
Forget Me Not,Ron Rogge
The Golden Compass,Dakota Blue Richards
The Golden Compass,Nicole Kidman
The Golden Compass,Eva Green
The Golden Compass,Daniel Craig
The Golden Compass,Nonso Anozie
Love and Death on Long Island,Jason Priestley
Love and Death on Long Island,John Hurt
Love and Death on Long Island,Maury Chaykinr
In the Name of the King III,Dominic Purcell
In the Name of the King III,Marian Valev
Music and Lyrics,Hugh Grant
Music and Lyrics,Drew Barrymore
Music and Lyrics,Brad Garrett
Music and Lyrics,Kristen Johnston
Music and Lyrics,Campbell Scott
My Cousin Vinny,Marisa Tomei
My Cousin Vinny,Joe Pesci
