Name,RTC Mean,RTA Mean,IMDB Mean
Anna Paquin,27.471375173353984,47.713571989890802,6.2011791028363481
Ingrid Bergman,90.801982357215095,88.797522487961317,8.1375672040235685
Cécile De France,46.0,37.999999999999993,6.4999999999999991
Anne Archer,52.809311752939443,61.376718210721315,6.5781766522311811
Samantha Morton,68.992401870245999,73.909159203342853,7.2822553556523761
Justine Waddell,9.2195444572928889,45.166359162544857,4.9989998999799958
John C. McGinley,29.495762407505254,43.954521951671815,5.6709787515031298
Aleisha Allen,11.000000000000002,46.0,4.5
Katee Sackhoff,68.925776097953701,49.740791878447176,6.2254933669171457
James Caan,50.289004620437879,49.502438114654353,6.1609104497179077
Casey Gooden,72.0,81.000000000000028,6.9999999999999991
Tabu,85.999999999999972,79.0,7.5999999999999979
Jon Daly,49.999999999999993,71.0,7.4000000000000012
Kevin Zegers,67.014625158084712,59.858183584348367,6.3722594910419961
Matt Day,43.0,74.000000000000028,6.4000000000000004
Mike Myers,54.394147911759973,61.265909936157257,6.353628690517712
Jorge Diaz,37.999999999999993,36.999999999999993,5.0999999999999996
Ian Charleson,83.999999999999986,81.000000000000028,7.3000000000000007
Vincent Perez,10.000000000000002,57.999999999999986,5.5
Devon Aoki,34.000000000000007,36.0,4.7999999999999998
Emma Bell,61.000000000000007,52.000000000000007,5.9000000000000004
Laurie Holden,46.010868281309371,63.992187023104613,6.8934751758456345
Julian Fellowes,95.999999999999986,88.999999999999986,7.4999999999999991
Karen Gillan,74.000000000000028,53.000000000000007,6.4999999999999991
Rebecca Gayheart,11.832159566199229,44.698993277254012,5.3497663500381032
Greg Harris,59.999999999999986,62.000000000000007,6.5999999999999988
Lukas Haas,46.994988266368409,65.356756264121259,6.7165735107618456
Gabriel Hogan,59.999999999999986,59.999999999999986,5.7999999999999998
Verna Bloom,95.999999999999986,85.999999999999972,7.5999999999999979
Balthazar Getty,56.000000000000021,59.999999999999986,6.4000000000000004
Richard Bohringer,75.907838857393386,80.777472107017545,6.5992423807585663
Olivia Williams,81.350904750768905,76.851211454430143,7.2157073502575768
Priscilla Presley,57.999999999999986,64.999999999999986,6.8000000000000007
Tia Carrere,85.999999999999972,76.0,7.1000000000000005
Katie Featherston,37.30951621235527,41.412558481697303,5.0645829048402407
Clive Merrison,64.999999999999986,70.000000000000028,6.8000000000000007
Madeleine Stowe,58.189341028512217,73.960632327663717,7.2620195702152976
Christina Brucato,90.0,85.999999999999972,7.4999999999999991
Michael McKean,88.000000000000028,74.999999999999972,7.3000000000000007
Kim Cattrall,19.997499374765525,49.007099211151449,4.6576040124020741
Ashley Bell,33.941125496954271,30.298514815086236,4.6733285782191683
Chris Massoglia,43.588989435406738,47.1805044483418,5.8480766068853791
Robert Loggia,97.0,81.000000000000028,7.3000000000000007
Pell James,55.000000000000014,43.0,6.4000000000000004
Ronny Cox,74.999999999999972,66.999999999999972,6.7000000000000011
Michelle Yeoh,44.665422868254595,66.947740813264204,6.8352029962540248
Jolene Blalock,12.0,55.000000000000014,5.9000000000000004
Christopher Jordan Wallace,74.999999999999972,53.000000000000007,6.4999999999999991
Johnny Depp,47.718405933558032,62.782317311473363,6.9770424627714931
Ryan Guzman,42.000000000000007,69.000000000000014,6.4999999999999991
Thandie Newton,58.327376351735907,67.092137607083302,6.9730463731180077
Eva Marie Saint,54.000000000000007,63.999999999999979,6.2999999999999989
Josh Stewart,36.999999999999993,49.999999999999993,6.0999999999999996
David Krumholtz,74.999999999999972,57.000000000000007,6.7000000000000011
Clare Higgins,62.999999999999993,74.000000000000028,7.1000000000000005
Allen Garfield,98.000000000000043,90.0,7.9999999999999982
David Patrick Kelly,76.0,90.0,6.9000000000000004
DeForest Kelley,55.361096824478736,53.310953357870979,6.518250207429916
Emma Stone,45.442566042818072,63.502699649661217,6.6891043997056858
Queen Latifah,44.07433557371094,65.897677480243289,6.1698610051159584
Stanley Holloway,95.0,90.0,7.9000000000000021
Randy Quaid,0.0,29.541444940470623,4.9938101150810086
Mandy Moore,30.099125404433629,61.92621393908049,6.300430956564365
Jenna Fischer,33.541019662496851,42.035699113967404,5.9590267661758318
Jennifer Love Hewitt,23.67963789429902,40.517204742371831,5.4385630587428153
Kellan Lutz,16.248076809271925,50.547007824400424,4.4429719783046124
Bebe Daniels,95.0,74.999999999999972,7.7000000000000002
Gene Hackman,59.110363644473715,60.587484054834881,6.5970395464283298
William Sanderson,36.999999999999993,52.000000000000007,6.4000000000000004
Marley Shelton,32.060497170813321,52.047272776086075,5.6222600975312789
Thomas Lennon,34.999999999999993,51.0,5.9000000000000004
Sophia Bush,6.0,62.000000000000007,3.8999999999999995
John Wynn,82.000000000000014,83.000000000000028,7.4000000000000012
Leo Bassi,37.999999999999993,68.000000000000014,6.2000000000000011
Gina Gershon,39.547439866570379,54.662601474865824,5.7706152185014039
Tom Selleck,35.0212459529846,48.396872260770778,5.7963103928469426
Ferran Terraza,95.999999999999986,81.000000000000028,7.4999999999999991
Mitchel Musso,74.000000000000028,62.999999999999993,6.7000000000000011
Johnny Knoxville,39.77345949195508,59.822485554523858,6.2403329089472575
Sook-Yin Lee,65.999999999999972,78.0,6.5999999999999988
Robert Ri'chard,64.999999999999986,85.000000000000014,7.2000000000000002
Miguel A. Núñez Jr.,10.000000000000002,37.999999999999993,4.5
Stanley Tucci,55.651707198159016,47.05137112609065,6.0912060497851241
John Noble,18.999999999999996,78.0,6.2999999999999989
Andrew Robinson,62.999999999999993,74.000000000000028,7.1000000000000005
Artie Lange,12.369316876852981,43.312815655415413,5.6568542494923806
Scottie Thompson,15.0,17.999999999999996,4.4000000000000004
Jason Segel,43.756236926179191,53.538181384710988,6.2220775777128914
Elissa Knight,47.999999999999986,61.139185470531075,8.5
Andy Richter,7.9999999999999982,23.0,4.5999999999999996
Xzibit,42.000000000000007,82.000000000000014,6.9000000000000004
Julia Roberts,51.580599885886613,56.396225103761005,6.3033794164833514
Brennan Gademans,64.999999999999986,49.999999999999993,3.1000000000000001
Ian Michael Smith,43.999999999999993,77.000000000000014,6.9000000000000004
Forest Whitaker,49.430263512956429,61.56950703577948,6.388446639777956
Scott Adkins,3.0000000000000004,34.999999999999993,4.2000000000000002
Francesca Annis,55.000000000000014,68.000000000000014,6.5999999999999988
Jayma Mays,21.494185260204674,49.939963956735092,5.299056519796709
Romeo Miller,21.0,71.0,5.2000000000000002
Cassandra Magrath,53.000000000000007,48.999999999999993,6.2999999999999989
RZA,26.000000000000004,48.999999999999993,5.7000000000000011
Kevin Clash,77.000000000000014,62.999999999999993,5.7000000000000011
Doug Jones,81.000000000000028,64.999999999999986,6.8000000000000007
Ryan Simpkins,74.999999999999972,57.000000000000007,6.7000000000000011
Jessica Tandy,81.000000000000028,82.000000000000014,7.4000000000000012
Raquel Alessi,4.9999999999999991,29.000000000000004,4.9999999999999991
Joseph Mazzello,43.999999999999993,77.000000000000014,6.9000000000000004
Max Burkholder,37.999999999999993,36.999999999999993,5.5
Dany Boon,74.000000000000028,74.000000000000028,7.2000000000000002
Alison Lohman,68.252807516437528,72.154631657505021,6.6181319592398582
Henry Thomas,24.657656011875908,55.641710972974231,5.8991524815010505
Annabella Sciorra,65.314623171231702,76.026311234992903,6.7970581871865701
Larenz Tate,26.90380994378922,75.137709642722172,6.6272134825395854
Mary Kay Place,50.793700396801178,67.104396279230471,6.9411814556313107
Philipp Karner,29.000000000000004,43.0,5.7000000000000011
Alexa PenaVega,36.732135679141315,38.240383272588602,5.0613218376798423
José Ferrer,76.0,90.0,7.2000000000000002
Shad Moss,30.591269466559545,54.683483533223786,5.0957044985741531
Phil Hartman,23.323807579381196,41.701318923986086,5.4479353887504933
Rachael Taylor,6.9999999999999991,33.0,5.2000000000000002
Christopher Martin,21.0,65.999999999999972,4.9000000000000004
Padraic Delaney,88.000000000000028,87.0,7.4999999999999991
Harvey Keitel,36.362665711014898,60.790109511091735,6.393361391228165
Debra Winger,60.956865861958498,61.779786874130757,6.6965834869822736
Nikki Blonsky,90.999999999999972,85.000000000000014,6.8000000000000007
Rekha,100.00000000000004,72.0,6.2999999999999989
Victor Wong,17.0,38.999999999999993,4.0999999999999996
Sharon Leal,43.999999999999993,57.999999999999986,6.4999999999999991
Rebecca Romijn,13.856406460551018,32.078029864690876,5.4990908339470082
Julia Garner,15.999999999999998,27.0,3.8999999999999995
Eric Johnson,17.0,83.999999999999986,6.8000000000000007
Franka Potente,71.77534140290895,89.966654313361204,7.7656610125221395
Diogo Morgado,21.0,74.000000000000028,5.5
Rhys Ifans,36.930964527516132,61.138982572689486,6.7220185970947632
Ana Claudia Talancón,0.0,36.523964735499362,4.917316341257699
Keira Knightley,53.536310754633284,63.191824453904395,6.7831471903191778
Morgan Lily,40.0,59.999999999999986,6.4000000000000004
Richard Crenna,44.951057900873835,61.675025244718533,6.5105784355181626
Jerry Daugirda,24.000000000000004,77.000000000000014,6.4999999999999991
Richard T. Jones,61.000000000000007,92.000000000000014,6.8000000000000007
Liam Neeson,45.825709585536558,59.288800300671156,6.5952489718073526
January Jones,55.000000000000014,55.000000000000014,6.9000000000000004
Matthew Sunderland,83.000000000000028,82.000000000000014,7.3000000000000007
Louise Fletcher,29.751276926571883,37.864708179692414,5.2451201822211555
Lara Jill Miller,24.999999999999996,64.999999999999986,5.7999999999999998
Greer Garson,85.000000000000014,90.0,7.4999999999999991
Anita Pallenberg,72.999999999999986,57.000000000000007,5.9000000000000004
Robert Capron,58.128951414151835,61.138220620247587,5.9231586363315003
Meagan Good,51.060034390879245,80.23886939113568,6.0336717926857659
Patton Oswalt,87.635609200826551,65.29165337162172,7.0992957397195386
Kurt Russell,47.901849010134868,59.951151470256193,6.6917717203617135
Jessalyn Gilsig,36.0,59.999999999999986,6.0999999999999996
Uma Thurman,46.079867583248827,56.509131025673078,6.8248766921893562
Derek Mears,24.999999999999996,46.0,5.5999999999999996
Michael Rooker,57.914855409438459,51.256515084685333,6.2556122564739534
Robert Blake,88.000000000000028,88.000000000000028,7.9999999999999982
Barbra Streisand,57.23692539050522,62.398876441239914,6.3651211832903432
Richard Dean,6.0,41.000000000000007,7.1000000000000005
Chris Brown,38.522720568516448,70.427267446636051,6.3968742366877906
Pasha Ebrahimi,65.999999999999972,57.999999999999986,6.0999999999999996
Stella Stevens,77.749598069700625,59.699246226397193,7.0413066969135798
Rawiri Paratene,90.0,88.999999999999986,7.7000000000000002
Harvey Stephens,27.0,40.0,7.5999999999999979
Tina Turner,81.000000000000028,49.999999999999993,6.2000000000000011
Kym Whitley,12.0,64.999999999999986,4.0999999999999996
Ricki Lake,20.493901531919196,67.882250993908556,6.3450768316861215
Christopher Walken,57.878400170783117,68.988215881508197,6.9791037357339176
Carlos Sanz,61.000000000000007,71.0,6.9999999999999991
Jason Priestley,85.999999999999972,57.000000000000007,6.9999999999999991
Edward Asner,98.000000000000043,90.0,8.3000000000000007
Arsinée Khanjian,88.000000000000028,70.000000000000028,6.9999999999999991
Cliff Curtis,0.0,46.999999999999993,5.9000000000000004
Derek Richardson,24.698178070456944,35.242020373412196,4.4407206622349031
Jet Li,34.969142385728716,56.740844861155239,6.179755558235656
Leonard Frey,81.000000000000028,93.000000000000028,7.9999999999999982
Dyllan Christopher,31.0,54.000000000000007,4.9000000000000004
Daniel Sunjata,2.0,43.0,5.2999999999999998
Stockard Channing,39.220181149090941,61.403009459217948,6.1258119817063577
Robert Ryan,94.952619763753773,90.999999999999972,7.9485847796950617
Scott Speedman,30.64102035609724,67.052012778505514,6.7980386500209971
Reza Sixo Safai,85.999999999999972,68.000000000000014,5.9000000000000004
Hugh Laurie,57.735617939924843,45.648230491807858,6.0059940099800437
Billy Zane,50.972944768167636,51.242215752092292,6.3229614785965715
Kim Hunter,44.999999999999993,27.0,7.9999999999999982
George Lazenby,81.000000000000028,63.999999999999979,6.8000000000000007
Edward Fox,63.999999999999979,57.000000000000007,6.2999999999999989
Timothy Bottoms,27.0,36.0,5.4000000000000004
Trevor Moore,4.9999999999999991,29.000000000000004,4.9999999999999991
John Gilbert,100.00000000000004,90.999999999999972,8.3000000000000007
Bryna Weiss,79.999999999999972,68.000000000000014,6.5999999999999988
Daniel Studi,69.000000000000014,76.0,6.9000000000000004
Ann Rutherford,98.000000000000043,90.999999999999972,5.7999999999999998
Jenny Wright,37.999999999999993,32.0,5.2999999999999998
David Cross,37.970287008270375,53.849086573581886,5.4050835045506007
Treat Williams,36.401332117202834,44.16751157929329,5.7495647981320479
Wayne Knight,34.999999999999993,62.999999999999993,6.2000000000000011
Steve McQueen,93.000000000000028,95.0,8.3000000000000007
Luke Goss,18.999999999999996,78.0,6.2999999999999989
Akiko Wakabayashi,72.999999999999986,69.000000000000014,6.9000000000000004
Dan Fogler,17.168978212257855,43.920214059841449,5.7697946928927557
Charles S. Dutton,0.0,40.824912068771361,5.5231324543720639
Nicole Ari Parker,66.999999999999972,69.000000000000014,6.4999999999999991
Elisha Cuthbert,30.678962198309783,53.470825797631328,6.1645216141358441
Derek Jacobi,79.586407113049205,0.0,7.8000000000000016
Vanity,10.000000000000002,32.0,4.9999999999999991
Julie Benz,19.122933263787282,53.88865947793051,6.0892222118680834
Emma Fitzpatrick,36.999999999999993,49.999999999999993,6.0999999999999996
Long Nguyen,92.000000000000014,88.000000000000028,7.4000000000000012
Heather Langenkamp,25.53513035744205,50.620533569275793,7.1506462649580751
Franky G,36.0,59.000000000000014,6.5999999999999988
Martin Henderson,40.693979898751607,44.362146025637685,5.2621288467691478
Yaphet Kotto,72.588160687312623,70.132741320194896,6.9869689540233573
Leelee Sobieski,29.648110827386244,54.423735317254859,5.729669854793995
Jennifer Lopez,29.644097818482845,46.017270729636607,5.3644521886863634
Ronobir Lahiri,42.000000000000007,72.999999999999986,6.7000000000000011
Kevin Smith,53.000000000000007,74.999999999999972,6.9000000000000004
Ewen Bremner,53.086721676111146,57.524249381236103,7.6575956568522496
Clayne Crawford,43.999999999999993,55.000000000000014,6.8000000000000007
Gabrielle Rose,66.999999999999972,30.000000000000004,5.2000000000000002
Irene Cara,24.999999999999996,36.0,6.4999999999999991
Jan Smithers,43.0,43.999999999999993,5.4000000000000004
Jack Mulcahy,90.999999999999972,59.999999999999986,6.5999999999999988
Bonnie Hunt,32.589872498771925,57.511865594037452,6.2834594269320645
Kelly Reno,85.999999999999972,83.999999999999986,7.4000000000000012
Dana Carvey,9.2195444572928889,52.153619241621207,4.8062459362791659
Beatriz Batarda,77.000000000000014,88.999999999999986,7.4000000000000012
Jeremy Swift,59.999999999999986,62.999999999999993,6.9000000000000004
Hayden Panettiere,13.999999999999996,32.0,5.2999999999999998
Hope Davis,65.281092960291076,66.751520335535147,6.9473315565375415
Jessica Lucas,28.792815852099263,63.198333556444503,5.8328398675539175
Brendan Gleeson,58.919213762921778,57.914725093284481,6.7582005342480969
Rex Harrison,66.105975524153607,79.372539331937702,7.4363969770312828
Geraldine Brooks,22.000000000000004,51.0,6.4999999999999991
Melissa George,44.867263171164701,53.293964001250565,6.2952344913736056
Frank Morgan,98.999999999999986,88.999999999999986,8.1000000000000014
Samuel L. Jackson,44.118716687538146,58.363701395283897,6.4657370488231587
Lena Headey,42.115733167825852,57.251295731501564,6.4735741749708673
James Van Der Beek,15.095684628575148,54.123061816893014,6.0546125151310077
Kieu Chinh,92.000000000000014,88.000000000000028,7.4000000000000012
Melissa McCarthy,30.947535260967555,53.324929231332675,5.6806360459454854
Felicity Huffman,35.944401511222857,65.696270822627369,6.6520673478250352
Richard Dreyfuss,45.235119878725413,57.289033616855853,6.4894454441111753
Edie Falco,50.354809580968912,44.634069432203852,6.1553855924279279
Emmy Rossum,36.594301719702798,57.184790648713161,6.4249029746081252
